Mode_of_Transport,Departure_Station,Arrival_Station,Departure_Time,Passenger_Count,Fare_Amount,Trip_Duration_Minutes,Trip_Date,Day_of_Week,Hour,time_of_day,Revenue,Route,Is_Weekend
BUS,Downtown,Airport,2024-01-01 20:45:00,11.0,49.53861827475541,138.0,2024-02-06,Tuesday,20,Evening,544.9248010223095,Downtown → Airport,False
TRAIN,North Station,West End,2024-01-01 20:46:00,54.0,37.95814326989412,178.0,2024-02-06,Tuesday,20,Evening,2049.7397365742827,North Station → West End,False
TRAIN,Downtown,Airport,2024-01-01 20:47:00,45.0,22.3935433698312,120.0,2024-02-06,Tuesday,20,Evening,1007.709451642404,Downtown → Airport,False
TRAIN, Central ,South Point,2024-01-01 20:48:00,47.0,35.51615150162992,117.0,2024-02-07,Wednesday,20,Evening,1669.2591205766062, Central  → South Point,False
TRAIN,Central,Central,2024-01-01 20:49:00,12.0,19.76690834874353,174.0,2024-02-07,Wednesday,20,Evening,237.20290018492238,Central → Central,False
FERRY,North Station,Central,2024-01-01 20:50:00,21.0,11.8293353929332,69.0,2024-02-07,Wednesday,20,Evening,248.4160432515972,North Station → Central,False
BUS,West End,Central,2024-01-01 20:51:00,11.0,30.04416790594409,103.0,2024-02-07,Wednesday,20,Evening,330.485846965385,West End → Central,False
BUS,West End,West End,2024-01-01 20:52:00,92.0,46.4450138566406,76.0,2024-02-07,Wednesday,20,Evening,4272.941274810935,West End → West End,False
FERRY,North Station,West End,2024-01-01 20:53:00,5.0,46.4924062407654,56.0,2024-02-07,Wednesday,20,Evening,232.462031203827,North Station → West End,False
BUS,Downtown,North Station,2024-01-01 20:54:00,81.0,25.403856477451566,122.0,2024-02-07,Wednesday,20,Evening,2057.712374673577,Downtown → North Station,False
TRAIN,Airport,Central,2024-01-01 20:55:00,56.0,26.6200345779739,179.0,2024-02-07,Wednesday,20,Evening,1490.7219363665383,Airport → Central,False
BUS,West End,South Point,2024-01-01 20:56:00,20.0,10.97597697920813,124.0,2024-02-07,Wednesday,20,Evening,219.5195395841626,West End → South Point,False
TRAIN,South Point,Airport,2024-01-01 20:57:00,41.0,49.78373992019473,11.0,2024-02-07,Wednesday,20,Evening,2041.133336727984,South Point → Airport,False
FERRY,West End,South Point,2024-01-01 20:58:00,46.0,49.06533643946282,15.0,2024-02-07,Wednesday,20,Evening,2257.0054762152895,West End → South Point,False
BUS,Airport,Airport,2024-01-01 20:59:00,12.0,32.65069202051864,97.5,2024-02-07,Wednesday,20,Evening,391.80830424622366,Airport → Airport,False
FERRY,Downtown,Central,2024-01-01 21:00:00,70.0,40.31849595403493,97.5,2024-02-07,Wednesday,21,Night,2822.294716782445,Downtown → Central,False
BUS,Downtown,Central,2024-01-01 21:01:00,17.0,35.89745798354315,72.0,2024-02-07,Wednesday,21,Night,610.2567857202336,Downtown → Central,False
BUS,South Point,Central,2024-01-01 21:02:00,19.0,29.86133184245368,157.0,2024-02-07,Wednesday,21,Night,567.3653050066199,South Point → Central,False
FERRY,West End,West End,2024-01-01 21:03:00,26.0,3.140725850950436,144.0,2024-02-07,Wednesday,21,Night,81.65887212471134,West End → West End,False
BUS,Downtown,Airport,2024-01-01 21:04:00,48.0,23.01083495635672,158.0,2024-02-07,Wednesday,21,Night,1104.5200779051227,Downtown → Airport,False
TRAIN,Airport,West End,2024-01-01 21:05:00,52.0,33.90192195728682,106.0,2024-02-07,Wednesday,21,Night,1762.8999417789146,Airport → West End,False
FERRY,North Station,West End,2024-01-01 21:06:00,48.0,34.03781488724239,114.0,2024-02-07,Wednesday,21,Night,1633.8151145876348,North Station → West End,False
FERRY,Central,Downtown,2024-01-01 21:07:00,70.0,25.403856477451566,97.5,2024-02-07,Wednesday,21,Night,1778.2699534216097,Central → Downtown,False
BUS,Central,South Point,2024-01-01 21:08:00,55.0,47.11375333957251,175.0,2024-02-07,Wednesday,21,Night,2591.256433676488,Central → South Point,False
BUS,Central,South Point,2024-01-01 21:09:00,75.0,8.784173095720659,55.0,2024-02-07,Wednesday,21,Night,658.8129821790494,Central → South Point,False
BUS,West End,North Station,2024-01-01 21:10:00,33.0,25.26779258767025,97.5,2024-02-07,Wednesday,21,Night,833.8371553931182,West End → North Station,False
TRAIN,South Point,West End,2024-01-01 21:11:00,62.0,34.69875683926573,169.0,2024-02-07,Wednesday,21,Night,2151.322924034475,South Point → West End,False
BUS,Downtown,Airport,2024-01-01 21:12:00,88.0,35.00822239164456,50.0,2024-02-08,Thursday,21,Night,3080.723570464721,Downtown → Airport,False
FERRY,North Station,Downtown,2024-01-01 21:13:00,23.0,32.60762836005637,57.0,2024-02-08,Thursday,21,Night,749.9754522812964,North Station → Downtown,False
FERRY,Airport,Downtown,2024-01-01 21:14:00,15.0,25.403856477451566,92.0,2024-02-08,Thursday,21,Night,381.0578471617735,Airport → Downtown,False
BUS,North Station,South Point,2024-01-01 21:15:00,27.0,8.232225149987787,125.0,2024-02-08,Thursday,21,Night,222.27007904967024,North Station → South Point,False
BUS,Airport,West End,2024-01-01 21:16:00,75.0,31.97904617792219,17.0,2024-02-08,Thursday,21,Night,2398.4284633441644,Airport → West End,False
FERRY,West End,airport,2024-01-01 21:17:00,64.0,30.16545474890217,93.0,2024-02-08,Thursday,21,Night,1930.589103929739,West End → airport,False
TRAIN,Central,West End,2024-01-01 21:18:00,81.0,9.378122509317429,97.5,2024-02-08,Thursday,21,Night,759.6279232547117,Central → West End,False
TRAM,West End,Central,2024-01-01 21:19:00,51.0,35.40438770574288,122.0,2024-02-08,Thursday,21,Night,1805.6237729928866,West End → Central,False
BUS,South Point,West End,2024-01-01 21:20:00,53.0,23.03101359081599,58.0,2024-02-08,Thursday,21,Night,1220.6437203132475,South Point → West End,False
BUS,South Point,Central,2024-01-01 21:21:00,78.0,33.55414928435607,120.0,2024-02-08,Thursday,21,Night,2617.2236441797736,South Point → Central,False
FERRY,Airport,Central,2024-01-01 21:22:00,91.0,41.94967044862246,122.0,2024-02-08,Thursday,21,Night,3817.420010824644,Airport → Central,False
BUS,Downtown,North Station,2024-01-01 21:23:00,82.0,8.901557214557696,8.0,2024-02-08,Thursday,21,Night,729.9276915937311,Downtown → North Station,False
TRAIN,Downtown,Airport,2024-01-01 21:24:00,92.0,1.447670965843415,79.0,2024-02-08,Thursday,21,Night,133.18572885759417,Downtown → Airport,False
FERRY,Airport,South Point,2024-01-01 21:25:00,48.0,39.06557802659145,53.0,2024-02-08,Thursday,21,Night,1875.1477452763897,Airport → South Point,False
BUS,South Point,West End,2024-01-01 21:26:00,47.0,30.68002254505449,11.0,2024-02-08,Thursday,21,Night,1441.9610596175612,South Point → West End,False
FERRY,South Point,Central,2024-01-01 21:27:00,4.0,35.13215869629502,114.0,2024-02-08,Thursday,21,Night,140.5286347851801,South Point → Central,False
BUS,South Point,West End,2024-01-01 21:28:00,7.0,25.403856477451566,126.0,2024-02-08,Thursday,21,Night,177.82699534216096,South Point → West End,False
BUS,West End,Airport,2024-01-01 21:29:00,35.0,40.23914127381278,15.0,2024-02-08,Thursday,21,Night,1408.3699445834472,West End → Airport,False
BUS,South Point,South Point,2024-01-01 21:30:00,48.0,48.06554727297682,96.0,2024-02-08,Thursday,21,Night,2307.1462691028873,South Point → South Point,False
TRAIN,North Station,Airport,2024-01-01 21:31:00,73.0,27.02878640317985,177.0,2024-02-08,Thursday,21,Night,1973.101407432129,North Station → Airport,False
TRAIN,Central,South Point,2024-01-01 21:32:00,72.0,25.403856477451566,27.0,2024-02-08,Thursday,21,Night,1829.0776663765128,Central → South Point,False
FERRY,South Point,Downtown,2024-01-01 21:33:00,48.0,20.39341639459114,32.0,2024-02-08,Thursday,21,Night,978.8839869403746,South Point → Downtown,False
BUS,Airport,South Point,2024-01-01 21:34:00,81.0,8.107706620788125,115.0,2024-02-08,Thursday,21,Night,656.7242362838382,Airport → South Point,False
BUS,Central,North Station,2024-01-01 21:35:00,81.0,28.84405802766011,61.0,2024-02-08,Thursday,21,Night,2336.368700240469,Central → North Station,False
TRAIN,West End,Airport,2024-01-01 21:36:00,97.0,14.21211995413595,30.0,2024-02-09,Friday,21,Night,1378.5756355511871,West End → Airport,False
BUS,Airport,Central,2024-01-01 21:37:00,96.0,46.10472185454228,157.0,2024-02-09,Friday,21,Night,4426.053298036059,Airport → Central,False
TRAIN,Central,Downtown,2024-01-01 21:38:00,72.0,29.36794481171633,97.5,2024-02-09,Friday,21,Night,2114.492026443576,Central → Downtown,False
BUS,Airport,North Station,2024-01-01 21:39:00,19.0,29.84558893515145,33.0,2024-02-09,Friday,21,Night,567.0661897678775,Airport → North Station,False
FERRY,West End,West End,2024-01-01 21:40:00,63.0,18.068770713412,101.0,2024-02-09,Friday,21,Night,1138.332554944956,West End → West End,False
BUS,North Station,Airport,2024-01-01 21:41:00,38.0,3.073472922896521,168.0,2024-02-09,Friday,21,Night,116.7919710700678,North Station → Airport,False
BUS,West End,Central,2024-01-01 21:42:00,67.0,2.071316385962937,18.0,2024-02-09,Friday,21,Night,138.77819785951678,West End → Central,False
TRAM,West End,South Point,2024-01-01 21:43:00,59.0,21.45508963558328,82.0,2024-02-09,Friday,21,Night,1265.8502884994136,West End → South Point,False
TRAIN,Airport,Central,2024-01-01 21:44:00,48.0,4.685986215813274,39.0,2024-02-09,Friday,21,Night,224.92733835903715,Airport → Central,False
BUS,Downtown,West End,2024-01-01 21:45:00,13.0,30.53892429923689,34.0,2024-02-09,Friday,21,Night,397.00601589007954,Downtown → West End,False
BUS,South Point,Downtown,2024-01-01 21:46:00,47.0,44.10816377916304,96.0,2024-02-09,Friday,21,Night,2073.083697620663,South Point → Downtown,False
TRAIN,South Point,Downtown,2024-01-01 21:47:00,61.0,44.20428341767675,21.0,2024-02-09,Friday,21,Night,2696.461288478282,South Point → Downtown,False
TRAM,North Station,Airport,2024-01-01 21:48:00,31.0,33.1227478015455,162.0,2024-02-09,Friday,21,Night,1026.8051818479105,North Station → Airport,False
FERRY,North Station,Downtown,2024-01-01 21:49:00,80.0,10.95597565791008,97.0,2024-02-09,Friday,21,Night,876.4780526328065,North Station → Downtown,False
FERRY,South Point,Airport,2024-01-01 21:50:00,96.0,43.21834315226417,177.0,2024-02-09,Friday,21,Night,4148.96094261736,South Point → Airport,False
TRAIN, Central ,Airport,2024-01-01 21:51:00,48.0,44.3616250480038,83.0,2024-02-09,Friday,21,Night,2129.3580023041823, Central  → Airport,False
FERRY,South Point,Airport,2024-01-01 21:52:00,93.0,10.23435245517146,114.0,2024-02-09,Friday,21,Night,951.7947783309459,South Point → Airport,False
TRAIN, Central ,airport,2024-01-01 21:53:00,86.0,25.403856477451566,106.0,2024-02-09,Friday,21,Night,2184.7316570608346, Central  → airport,False
TRAIN,North Station,North Station,2024-01-01 21:54:00,43.0,25.403856477451566,110.0,2024-02-09,Friday,21,Night,1092.3658285304173,North Station → North Station,False
FERRY,Central,Airport,2024-01-01 21:55:00,67.0,40.23069546147002,51.0,2024-02-09,Friday,21,Night,2695.4565959184915,Central → Airport,False
FERRY,Airport,Airport,2024-01-01 21:56:00,54.0,49.86327604522833,68.0,2024-02-09,Friday,21,Night,2692.6169064423298,Airport → Airport,False
FERRY,North Station,North Station,2024-01-01 21:57:00,10.0,1.986287263804944,170.0,2024-02-09,Friday,21,Night,19.86287263804944,North Station → North Station,False
TRAIN,North Station,Central,2024-01-01 21:58:00,48.0,44.91961035665113,97.5,2024-02-09,Friday,21,Night,2156.141297119254,North Station → Central,False
TRAM,West End,Airport,2024-01-01 21:59:00,64.0,31.32021141313357,91.0,2024-02-09,Friday,21,Night,2004.4935304405485,West End → Airport,False
BUS,West End,airport,2024-01-01 22:00:00,21.0,48.68243964865865,11.0,2024-02-10,Saturday,22,Night,1022.3312326218316,West End → airport,True
FERRY,West End,Downtown,2024-01-01 22:01:00,80.0,23.51797111755817,26.0,2024-02-10,Saturday,22,Night,1881.4376894046536,West End → Downtown,True
TRAM,Airport,Downtown,2024-01-01 22:02:00,76.0,42.445702563283,85.0,2024-02-10,Saturday,22,Night,3225.8733948095078,Airport → Downtown,True
BUS,West End,West End,2024-01-01 22:03:00,66.0,25.403856477451566,173.0,2024-02-10,Saturday,22,Night,1676.6545275118033,West End → West End,True
FERRY,Downtown,West End,2024-01-01 22:04:00,41.0,17.09631297887564,78.0,2024-02-10,Saturday,22,Night,700.9488321339013,Downtown → West End,True
TRAIN,South Point,Downtown,2024-01-01 22:05:00,24.0,3.817318618684894,97.5,2024-02-10,Saturday,22,Night,91.61564684843746,South Point → Downtown,True
FERRY,Central,Downtown,2024-01-01 22:06:00,35.0,48.77948510721399,139.0,2024-02-10,Saturday,22,Night,1707.2819787524897,Central → Downtown,True
FERRY,North Station,South Point,2024-01-01 22:07:00,56.0,40.94020840995591,129.0,2024-02-10,Saturday,22,Night,2292.6516709575308,North Station → South Point,True
BUS,Downtown,North Station,2024-01-01 22:08:00,30.0,42.70109735167554,54.0,2024-02-10,Saturday,22,Night,1281.0329205502662,Downtown → North Station,True
BUS,Central,West End,2024-01-01 22:09:00,57.0,46.92927895597776,56.0,2024-02-10,Saturday,22,Night,2674.9689004907323,Central → West End,True
FERRY,Downtown,North Station,2024-01-01 22:10:00,94.0,4.712622562929375,165.0,2024-02-10,Saturday,22,Night,442.9865209153612,Downtown → North Station,True
BUS,Downtown,South Point,2024-01-01 22:11:00,47.0,19.58708082941,5.0,2024-02-10,Saturday,22,Night,920.59279898227,Downtown → South Point,True
FERRY,North Station,Downtown,2024-01-01 22:12:00,35.0,4.016227007678105,166.0,2024-02-10,Saturday,22,Night,140.56794526873367,North Station → Downtown,True
BUS,South Point,Airport,2024-01-01 22:13:00,19.0,10.93425852672642,97.5,2024-02-10,Saturday,22,Night,207.750912007802,South Point → Airport,True
FERRY,West End,North Station,2024-01-01 22:14:00,48.0,11.85360596336478,149.0,2024-02-10,Saturday,22,Night,568.9730862415095,West End → North Station,True
TRAIN,Airport,Downtown,2024-01-01 22:15:00,26.0,23.72080694685515,136.0,2024-02-10,Saturday,22,Night,616.7409806182338,Airport → Downtown,True
TRAIN,South Point,Downtown,2024-01-01 22:16:00,71.0,13.79382728895531,97.5,2024-02-10,Saturday,22,Night,979.361737515827,South Point → Downtown,True
FERRY,Airport,Central,2024-01-01 22:17:00,30.0,5.498416287479174,8.0,2024-02-10,Saturday,22,Night,164.95248862437523,Airport → Central,True
FERRY,North Station,North Station,2024-01-01 22:18:00,7.0,8.790808910158331,5.0,2024-02-10,Saturday,22,Night,61.535662371108316,North Station → North Station,True
FERRY,North Station,Airport,2024-01-01 22:19:00,48.0,7.790140395828501,75.0,2024-02-10,Saturday,22,Night,373.926738999768,North Station → Airport,True
TRAIN, Central ,North Station,2024-01-01 22:20:00,65.0,48.66730149665877,39.0,2024-02-10,Saturday,22,Night,3163.37459728282, Central  → North Station,True
TRAM,Central,Downtown,2024-01-01 22:21:00,36.0,38.08497909246444,12.0,2024-02-10,Saturday,22,Night,1371.0592473287197,Central → Downtown,True
TRAIN,Airport,Airport,2024-01-01 22:22:00,25.0,48.40419253084332,97.5,2024-02-10,Saturday,22,Night,1210.104813271083,Airport → Airport,True
TRAIN,South Point,South Point,2024-01-01 22:23:00,37.0,22.26715408214147,40.0,2024-02-10,Saturday,22,Night,823.8847010392344,South Point → South Point,True
TRAIN,South Point,Central,2024-01-01 22:24:00,1.0,14.2792398423015,97.5,2024-02-11,Sunday,22,Night,14.2792398423015,South Point → Central,True
TRAIN,Downtown,Downtown,2024-01-01 22:25:00,15.0,25.403856477451566,47.0,2024-02-11,Sunday,22,Night,381.0578471617735,Downtown → Downtown,True
TRAIN,Downtown,West End,2024-01-01 22:26:00,37.0,16.64956894303677,31.0,2024-02-11,Sunday,22,Night,616.0340508923605,Downtown → West End,True
TRAIN,Downtown,West End,2024-01-01 22:27:00,13.0,15.31947699841474,36.0,2024-02-11,Sunday,22,Night,199.1532009793916,Downtown → West End,True
FERRY,North Station,Central,2024-01-01 22:28:00,8.0,12.00904661428764,82.0,2024-02-11,Sunday,22,Night,96.07237291430113,North Station → Central,True
FERRY,South Point,South Point,2024-01-01 22:29:00,5.0,6.91910942209965,125.0,2024-02-11,Sunday,22,Night,34.59554711049825,South Point → South Point,True
FERRY,Airport,Downtown,2024-01-01 22:30:00,60.0,13.19492152032992,150.0,2024-02-11,Sunday,22,Night,791.6952912197952,Airport → Downtown,True
FERRY,North Station,North Station,2024-01-01 22:31:00,73.0,18.08832754945744,160.0,2024-02-11,Sunday,22,Night,1320.447911110393,North Station → North Station,True
BUS, Central ,Central,2024-01-01 22:32:00,1.0,33.86271330321365,161.0,2024-02-11,Sunday,22,Night,33.86271330321365, Central  → Central,True
TRAM,Downtown,South Point,2024-01-01 22:33:00,36.0,3.596959689862853,20.0,2024-02-11,Sunday,22,Night,129.49054883506273,Downtown → South Point,True
BUS,North Station,airport,2024-01-01 22:34:00,35.0,10.92009351343448,103.0,2024-02-11,Sunday,22,Night,382.2032729702068,North Station → airport,True
TRAIN,North Station,West End,2024-01-01 22:35:00,48.0,40.54667019443798,51.0,2024-02-11,Sunday,22,Night,1946.240169333023,North Station → West End,True
BUS,Central,West End,2024-01-01 22:36:00,63.0,7.772635217396653,35.0,2024-02-11,Sunday,22,Night,489.6760186959891,Central → West End,True
FERRY,West End,North Station,2024-01-01 22:37:00,23.0,25.403856477451566,8.0,2024-02-11,Sunday,22,Night,584.288698981386,West End → North Station,True
TRAM,South Point,Central,2024-01-01 22:38:00,9.0,43.30061663197793,169.0,2024-02-11,Sunday,22,Night,389.7055496878014,South Point → Central,True
TRAIN,Airport,West End,2024-01-01 22:39:00,34.0,8.168802901600412,21.0,2024-02-11,Sunday,22,Night,277.739298654414,Airport → West End,True
